adjudication_id,card_id,draw_kind,section_id,frame,subject_kind,subject_id,position_source,target_weight,bbox_x1,bbox_y1,bbox_x2,bbox_y2,verdict,certainty,verdict_source,note,overlay_opened_utc,adjudicated_utc
720p60_18#720p60_18_r01,720p60_18,720p60,Ge4uewCFUFQ_s4674,4944,PRODUCER_ROW,720p60_18_r01,SUBPIXEL,0,1184.0,402.0,1294.0,643.0,PERSON_OFFSET,UNCERTAIN,OVERLAY_ADJUDICATION,dense crowd at the right; a body is inside but the extent is unreliable,2026-09-11T19:37:29Z,2026-09-11T19:53:28Z
720p60_18#720p60_18_d01,720p60_18,720p60,,,COMPARATOR_BOX,720p60_18_d01,,,6.875,588.000,180.500,720.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person at the bottom left,2026-09-11T19:37:29Z,2026-09-11T19:53:28Z
720p60_18#720p60_18_d02,720p60_18,720p60,,,COMPARATOR_BOX,720p60_18_d02,,,181.500,624.000,298.750,720.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,costumed mascot at the bottom left,2026-09-11T19:37:29Z,2026-09-11T19:53:28Z
720p60_18#720p60_18_d03,720p60_18,720p60,,,COMPARATOR_BOX,720p60_18_d03,,,319.000,646.000,443.000,720.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person at the bottom,2026-09-11T19:37:29Z,2026-09-11T19:53:28Z
720p60_19#SILENCE,720p60_19,720p60,,,PRODUCER_SILENCE,SILENCE,,,,,,,PERSONS_PRESENT,CERTAIN,OVERLAY_ADJUDICATION,"producer emitted nothing on this evaluated tick, yet five players and an official fill the frame",2026-09-11T19:37:29Z,2026-09-11T19:53:28Z
720p60_19#720p60_19_d00,720p60_19,720p60,,,COMPARATOR_BOX,720p60_19_d00,,,32.250,411.500,463.750,715.500,PERSON,CERTAIN,OVERLAY_ADJUDICATION,players at the left,2026-09-11T19:37:29Z,2026-09-11T19:53:28Z
720p60_19#720p60_19_d01,720p60_19,720p60,,,COMPARATOR_BOX,720p60_19_d01,,,448.000,85.000,893.000,714.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,light blue 1,2026-09-11T19:37:29Z,2026-09-11T19:53:28Z
720p60_19#720p60_19_d04,720p60_19,720p60,,,COMPARATOR_BOX,720p60_19_d04,,,994.500,452.750,1090.000,541.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,spectator behind the baseline,2026-09-11T19:37:29Z,2026-09-11T19:53:28Z
720p60_19#720p60_19_d05,720p60_19,720p60,,,COMPARATOR_BOX,720p60_19_d05,,,1174.000,466.000,1264.000,558.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,spectator behind the baseline,2026-09-11T19:37:29Z,2026-09-11T19:53:28Z
720p60_19#720p60_19_d06,720p60_19,720p60,,,COMPARATOR_BOX,720p60_19_d06,,,1084.000,443.000,1180.000,547.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,spectator behind the baseline,2026-09-11T19:37:29Z,2026-09-11T19:53:28Z
720p60_19#720p60_19_d08,720p60_19,720p60,,,COMPARATOR_BOX,720p60_19_d08,,,1150.000,273.000,1242.000,511.500,PERSON,CERTAIN,OVERLAY_ADJUDICATION,spectator behind the baseline,2026-09-11T19:37:29Z,2026-09-11T19:53:28Z
720p60_20#720p60_20_r00,720p60_20,720p60,KZK9rv9TnGE_s1474,5365,PRODUCER_ROW,720p60_20_r00,DETECTION,1,481.0,152.0,598.0,383.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,orange jersey player; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:53:28Z
720p60_20#720p60_20_r01,720p60_20,720p60,KZK9rv9TnGE_s1474,5365,PRODUCER_ROW,720p60_20_r01,SUBPIXEL,0,748.0,226.0,850.0,414.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,orange jersey player; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:53:28Z
720p60_20#720p60_20_r02,720p60_20,720p60,KZK9rv9TnGE_s1474,5365,PRODUCER_ROW,720p60_20_r02,DETECTION,1,570.0,280.0,699.0,519.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,blue 12; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:53:28Z
720p60_20#720p60_20_r03,720p60_20,720p60,KZK9rv9TnGE_s1474,5365,PRODUCER_ROW,720p60_20_r03,DETECTION,1,258.0,169.0,409.0,337.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,orange 3 and blue 7; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:53:28Z
720p60_20#720p60_20_r04,720p60_20,720p60,KZK9rv9TnGE_s1474,5365,PRODUCER_ROW,720p60_20_r04,DETECTION,1,337.0,132.0,416.0,303.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,blue 7; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:53:28Z
720p60_20#720p60_20_r05,720p60_20,720p60,KZK9rv9TnGE_s1474,5365,PRODUCER_ROW,720p60_20_r05,PREDICTION,0,167.261,26.039604,251.6314,177.7858,PERSON_OFFSET,UNCERTAIN,OVERLAY_ADJUDICATION,bench and stands row at the top; a body is inside but the extent is unreliable,2026-09-11T19:37:29Z,2026-09-11T19:53:28Z
720p60_20#720p60_20_d00,720p60_20,720p60,,,COMPARATOR_BOX,720p60_20_d00,,,242.000,425.000,331.500,637.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,official in the foreground,2026-09-11T19:37:29Z,2026-09-11T19:53:28Z
720p60_20#720p60_20_d05,720p60_20,720p60,,,COMPARATOR_BOX,720p60_20_d05,,,28.031,264.500,120.000,419.500,PERSON,CERTAIN,OVERLAY_ADJUDICATION,blue jersey player at the left border,2026-09-11T19:37:29Z,2026-09-11T19:53:28Z
720p60_20#720p60_20_d06,720p60_20,720p60,,,COMPARATOR_BOX,720p60_20_d06,,,215.500,591.000,293.000,689.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person in the bottom foreground,2026-09-11T19:37:29Z,2026-09-11T19:53:28Z
720p60_20#720p60_20_d09,720p60_20,720p60,,,COMPARATOR_BOX,720p60_20_d09,,,1110.000,645.500,1190.000,719.500,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person in the bottom foreground,2026-09-11T19:37:29Z,2026-09-11T19:53:28Z
720p60_21#720p60_21_r00,720p60_21,720p60,KZK9rv9TnGE_s4242,5579,PRODUCER_ROW,720p60_21_r00,SUBPIXEL,0,574.0,269.0,692.0,520.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,orange 3; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_21#720p60_21_r01,720p60_21,720p60,KZK9rv9TnGE_s4242,5579,PRODUCER_ROW,720p60_21_r01,PREDICTION,0,669.0,219.0,791.0,419.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,players contesting at the rim; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_21#720p60_21_d02,720p60_21,720p60,,,COMPARATOR_BOX,720p60_21_d02,,,464.500,377.500,603.500,562.500,PERSON,CERTAIN,OVERLAY_ADJUDICATION,blue 3,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_21#720p60_21_d03,720p60_21,720p60,,,COMPARATOR_BOX,720p60_21_d03,,,288.500,189.500,363.500,366.500,PERSON,CERTAIN,OVERLAY_ADJUDICATION,official behind the baseline,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_21#720p60_21_d04,720p60_21,720p60,,,COMPARATOR_BOX,720p60_21_d04,,,785.500,255.000,894.500,717.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,blue player with a raised arm and the official below,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_21#720p60_21_d07,720p60_21,720p60,,,COMPARATOR_BOX,720p60_21_d07,,,1166.000,206.250,1230.000,340.250,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person on the bench row,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_22#720p60_22_r00,720p60_22,720p60,KZK9rv9TnGE_s90,5793,PRODUCER_ROW,720p60_22_r00,CLAMP,0,996.4097,595.15704,1090.7378,698.3193,PERSON_OFFSET,UNCERTAIN,OVERLAY_ADJUDICATION,dark crowd at the bottom right; a body is inside but the extent is unreliable,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_22#720p60_22_r01,720p60_22,720p60,KZK9rv9TnGE_s90,5793,PRODUCER_ROW,720p60_22_r01,CLAMP,0,1148.6562,402.81845,1354.0618,721.97156,PERSON_OFFSET,UNCERTAIN,OVERLAY_ADJUDICATION,"crowd at the right, box runs past the right frame border",2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_22#720p60_22_d02,720p60_22,720p60,,,COMPARATOR_BOX,720p60_22_d02,,,95.875,637.000,194.375,720.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person in the bottom foreground,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_22#720p60_22_d03,720p60_22,720p60,,,COMPARATOR_BOX,720p60_22_d03,,,196.625,652.000,253.875,720.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person in the bottom foreground,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_23#720p60_23_r00,720p60_23,720p60,dAy3tnlu3EQ_s4326,6008,PRODUCER_ROW,720p60_23_r00,CLAMP,0,0.0,216.0,80.0,406.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,orange player at the left border; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_23#720p60_23_r01,720p60_23,720p60,dAy3tnlu3EQ_s4326,6008,PRODUCER_ROW,720p60_23_r01,DETECTION,1,200.0,289.0,325.0,465.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,orange player; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_23#720p60_23_r02,720p60_23,720p60,dAy3tnlu3EQ_s4326,6008,PRODUCER_ROW,720p60_23_r02,CLAMP,0,187.0,136.0,273.0,301.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,orange player; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_23#720p60_23_r03,720p60_23,720p60,dAy3tnlu3EQ_s4326,6008,PRODUCER_ROW,720p60_23_r03,CLAMP,0,556.0,204.0,652.0,386.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,white 5; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_23#720p60_23_r04,720p60_23,720p60,dAy3tnlu3EQ_s4326,6008,PRODUCER_ROW,720p60_23_r04,PREDICTION,0,525.844,109.422874,594.2799,285.9077,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,white 2; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_23#720p60_23_r05,720p60_23,720p60,dAy3tnlu3EQ_s4326,6008,PRODUCER_ROW,720p60_23_r05,PREDICTION,0,691.0,211.0,759.0,373.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,white jersey player; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_23#720p60_23_r06,720p60_23,720p60,dAy3tnlu3EQ_s4326,6008,PRODUCER_ROW,720p60_23_r06,SUBPIXEL,0,-0.8247566,34.335243,80.41524,199.25525,PERSON_OFFSET,UNCERTAIN,OVERLAY_ADJUDICATION,upper stands at the left; a body is inside but the extent is unreliable,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_23#720p60_23_d00,720p60_23,720p60,,,COMPARATOR_BOX,720p60_23_d00,,,1079.000,544.000,1207.000,720.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person in the bottom foreground,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_23#720p60_23_d04,720p60_23,720p60,,,COMPARATOR_BOX,720p60_23_d04,,,85.812,595.000,175.750,720.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person in the bottom foreground,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_23#720p60_23_d07,720p60_23,720p60,,,COMPARATOR_BOX,720p60_23_d07,,,0.188,599.500,72.688,719.500,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person in the bottom foreground,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_24#720p60_24_r00,720p60_24,720p60,qTXrSRHHR2M_s2262,6313,PRODUCER_ROW,720p60_24_r00,DETECTION,1,306.0,267.0,394.0,470.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,dark jersey player shooting; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_24#720p60_24_r01,720p60_24,720p60,qTXrSRHHR2M_s2262,6313,PRODUCER_ROW,720p60_24_r01,DETECTION,1,771.0,330.0,862.0,506.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,dark jersey player at the right; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_24#720p60_24_r02,720p60_24,720p60,qTXrSRHHR2M_s2262,6313,PRODUCER_ROW,720p60_24_r02,PREDICTION,0,301.0,162.0,373.0,302.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,white jersey player; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_24#720p60_24_r03,720p60_24,720p60,qTXrSRHHR2M_s2262,6313,PRODUCER_ROW,720p60_24_r03,PREDICTION,0,617.2798,119.089294,692.1964,245.3393,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,white jersey players near the baseline; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_24#720p60_24_r04,720p60_24,720p60,qTXrSRHHR2M_s2262,6313,PRODUCER_ROW,720p60_24_r04,CLAMP,0,432.0728,433.90967,521.0506,547.2985,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,official partly behind the scorebug; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_24#720p60_24_d08,720p60_24,720p60,,,COMPARATOR_BOX,720p60_24_d08,,,637.000,195.500,673.000,283.500,PERSON,CERTAIN,OVERLAY_ADJUDICATION,white jersey player near the baseline,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_24#720p60_24_d09,720p60_24,720p60,,,COMPARATOR_BOX,720p60_24_d09,,,678.000,188.625,716.000,281.500,PERSON,CERTAIN,OVERLAY_ADJUDICATION,white jersey player near the baseline,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_24#720p60_24_d11,720p60_24,720p60,,,COMPARATOR_BOX,720p60_24_d11,,,635.500,640.500,691.500,720.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person in the bottom foreground,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_25#720p60_25_r00,720p60_25,720p60,s-0Y7aLxXgM_s1275,6338,PRODUCER_ROW,720p60_25_r00,PREDICTION,0,765.06696,188.35306,838.7895,355.80356,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,white jersey player at the right; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_25#720p60_25_r01,720p60_25,720p60,s-0Y7aLxXgM_s1275,6338,PRODUCER_ROW,720p60_25_r01,PREDICTION,0,301.9904,-89.83229,412.78476,46.169052,OUT_OF_FRAME,CERTAIN,OVERLAY_ADJUDICATION,box centre lies 89 px above the frame top; only a 46 px strip of the upper bench row is visible,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_25#720p60_25_d10,720p60_25,720p60,,,COMPARATOR_BOX,720p60_25_d10,,,230.500,117.250,277.750,262.250,PERSON,CERTAIN,OVERLAY_ADJUDICATION,official at the left,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_25#720p60_25_d11,720p60_25,720p60,,,COMPARATOR_BOX,720p60_25_d11,,,46.875,126.750,88.875,255.250,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person at the left sideline,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_25#720p60_25_d12,720p60_25,720p60,,,COMPARATOR_BOX,720p60_25_d12,,,601.000,337.500,655.000,492.500,PERSON,CERTAIN,OVERLAY_ADJUDICATION,dark jersey player,2026-09-11T19:37:29Z,2026-09-11T19:54:20Z
720p60_26#720p60_26_r00,720p60_26,720p60,s-0Y7aLxXgM_s4830,6547,PRODUCER_ROW,720p60_26_r00,DETECTION,1,810.0,45.0,926.0,243.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,dark jersey player; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_26#720p60_26_r01,720p60_26,720p60,s-0Y7aLxXgM_s4830,6547,PRODUCER_ROW,720p60_26_r01,CLAMP,0,34.0,310.0,127.0,471.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,seated photographer at the left; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_26#720p60_26_r02,720p60_26,720p60,s-0Y7aLxXgM_s4830,6547,PRODUCER_ROW,720p60_26_r02,PREDICTION,0,973.0,143.0,1077.0,335.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,white jersey player at the right; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_26#720p60_26_r03,720p60_26,720p60,s-0Y7aLxXgM_s4830,6547,PRODUCER_ROW,720p60_26_r03,DETECTION,1,263.0,122.0,367.0,266.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,seated spectators behind the baseline; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_26#720p60_26_r04,720p60_26,720p60,s-0Y7aLxXgM_s4830,6547,PRODUCER_ROW,720p60_26_r04,PREDICTION,0,911.28253,130.97824,1004.0573,331.18546,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,dark and white players at the right; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_26#720p60_26_d00,720p60_26,720p60,,,COMPARATOR_BOX,720p60_26_d00,,,831.000,248.750,968.000,392.750,PERSON,CERTAIN,OVERLAY_ADJUDICATION,two dark jersey players overlapping,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_26#720p60_26_d03,720p60_26,720p60,,,COMPARATOR_BOX,720p60_26_d03,,,814.000,121.250,892.000,289.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,dark jersey player at the bench line,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_26#720p60_26_d05,720p60_26,720p60,,,COMPARATOR_BOX,720p60_26_d05,,,685.000,554.500,773.000,720.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person at the frame bottom,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_26#720p60_26_d07,720p60_26,720p60,,,COMPARATOR_BOX,720p60_26_d07,,,1208.000,121.500,1280.000,287.750,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person at the right sideline,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_26#720p60_26_d08,720p60_26,720p60,,,COMPARATOR_BOX,720p60_26_d08,,,44.438,389.000,102.562,526.500,PERSON,CERTAIN,OVERLAY_ADJUDICATION,seated photographer at the left,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_26#720p60_26_d09,720p60_26,720p60,,,COMPARATOR_BOX,720p60_26_d09,,,0.000,252.500,37.375,407.500,PERSON,CERTAIN,OVERLAY_ADJUDICATION,seated photographer at the left border,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_27#SILENCE,720p60_27,720p60,,,PRODUCER_SILENCE,SILENCE,,,,,,,PERSONS_PRESENT,CERTAIN,OVERLAY_ADJUDICATION,"producer emitted nothing on this evaluated tick, yet eight players and two officials are plainly visible",2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_27#720p60_27_d01,720p60_27,720p60,,,COMPARATOR_BOX,720p60_27_d01,,,762.500,298.500,857.500,498.500,PERSON,CERTAIN,OVERLAY_ADJUDICATION,yellow 7,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_27#720p60_27_d02,720p60_27,720p60,,,COMPARATOR_BOX,720p60_27_d02,,,148.750,495.000,237.500,614.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,white jersey player at the bottom left,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_27#720p60_27_d04,720p60_27,720p60,,,COMPARATOR_BOX,720p60_27_d04,,,263.250,663.000,334.750,720.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person in the bottom foreground,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_27#720p60_27_d08,720p60_27,720p60,,,COMPARATOR_BOX,720p60_27_d08,,,337.500,660.000,402.500,720.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person in the bottom foreground,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_27#720p60_27_d10,720p60_27,720p60,,,COMPARATOR_BOX,720p60_27_d10,,,394.500,673.500,458.500,720.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person in the bottom foreground,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_27#720p60_27_d11,720p60_27,720p60,,,COMPARATOR_BOX,720p60_27_d11,,,487.250,565.000,553.000,720.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,official at the frame bottom,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_27#720p60_27_d12,720p60_27,720p60,,,COMPARATOR_BOX,720p60_27_d12,,,0.000,627.000,64.500,719.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person in the bottom foreground,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_28#720p60_28_r00,720p60_28,720p60,xv0WyG7_99c_s4530,6975,PRODUCER_ROW,720p60_28_r00,DETECTION,1,878.0,234.0,962.0,402.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,white jersey player at the right; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_28#720p60_28_r01,720p60_28,720p60,xv0WyG7_99c_s4530,6975,PRODUCER_ROW,720p60_28_r01,PREDICTION,0,843.0,233.0,937.0,404.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,"same player as r00, near-duplicate box",2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_28#720p60_28_r02,720p60_28,720p60,xv0WyG7_99c_s4530,6975,PRODUCER_ROW,720p60_28_r02,PREDICTION,0,582.0,296.0,693.0,491.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,yellow player; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_28#720p60_28_r03,720p60_28,720p60,xv0WyG7_99c_s4530,6975,PRODUCER_ROW,720p60_28_r03,SUBPIXEL,0,504.0,301.0,625.0,525.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,white jersey player; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_28#720p60_28_d03,720p60_28,720p60,,,COMPARATOR_BOX,720p60_28_d03,,,701.000,182.000,765.000,364.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,yellow player near the baseline,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_28#720p60_28_d08,720p60_28,720p60,,,COMPARATOR_BOX,720p60_28_d08,,,77.500,157.500,132.000,289.500,PERSON,CERTAIN,OVERLAY_ADJUDICATION,spectator at the left,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_28#720p60_28_d09,720p60_28,720p60,,,COMPARATOR_BOX,720p60_28_d09,,,368.000,509.000,455.000,613.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,"official, wider duplicate of d04",2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_28#720p60_28_d10,720p60_28,720p60,,,COMPARATOR_BOX,720p60_28_d10,,,1152.000,349.000,1198.000,516.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,person at the right sideline,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_29#720p60_29_r00,720p60_29,720p60,xv0WyG7_99c_s4530,7557,PRODUCER_ROW,720p60_29_r00,CLAMP,0,371.0,75.0,692.0,668.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,player 1 in the close-up; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_29#720p60_29_r01,720p60_29,720p60,xv0WyG7_99c_s4530,7557,PRODUCER_ROW,720p60_29_r01,CLAMP,0,126.0,209.0,440.0,668.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,player 10; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_29#720p60_29_r02,720p60_29,720p60,xv0WyG7_99c_s4530,7557,PRODUCER_ROW,720p60_29_r02,CLAMP,0,640.0,131.0,1044.0,669.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,white 30; box shifted up,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_29#720p60_29_r03,720p60_29,720p60,xv0WyG7_99c_s4530,7557,PRODUCER_ROW,720p60_29_r03,CLAMP,0,680.0,148.0,920.0,671.0,PERSON_OFFSET,CERTAIN,OVERLAY_ADJUDICATION,"white 30 again, near-duplicate box",2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_29#720p60_29_d01,720p60_29,720p60,,,COMPARATOR_BOX,720p60_29_d01,,,658.000,223.125,1030.000,715.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,white 30,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_29#720p60_29_d02,720p60_29,720p60,,,COMPARATOR_BOX,720p60_29_d02,,,140.500,284.000,425.000,714.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,player 10,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_29#720p60_29_d03,720p60_29,720p60,,,COMPARATOR_BOX,720p60_29_d03,,,0.500,206.875,359.750,711.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,dark jersey player at the left,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_29#720p60_29_d04,720p60_29,720p60,,,COMPARATOR_BOX,720p60_29_d04,,,1164.000,604.000,1252.000,714.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,spectator behind,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_29#720p60_29_d05,720p60_29,720p60,,,COMPARATOR_BOX,720p60_29_d05,,,1010.000,541.500,1070.000,611.500,PERSON,CERTAIN,OVERLAY_ADJUDICATION,spectator behind,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
720p60_29#720p60_29_d06,720p60_29,720p60,,,COMPARATOR_BOX,720p60_29_d06,,,1060.000,551.000,1126.000,614.000,PERSON,CERTAIN,OVERLAY_ADJUDICATION,spectator behind,2026-09-11T19:37:29Z,2026-09-11T19:55:19Z
1080p30_00#1080p30_00_d00,1080p30_00,1080p30,,,COMPARATOR_BOX,1080p30_00_d00,,,1273.500,300.562,1357.500,501.750,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_00_m03 at IoU 0.794511,,2026-09-11T19:55:20Z
1080p30_00#1080p30_00_d01,1080p30_00,1080p30,,,COMPARATOR_BOX,1080p30_00_d01,,,74.438,621.375,168.938,873.000,PERSON,CERTAIN,BLIND_MARK_CORROBORATION,matched blind mark 1080p30_00_m10 at IoU 0.76781,,2026-09-11T19:55:20Z
